company_name,stock_code,corp_code,fiscal_year,fs_div,status,매출액,영업이익,당기순이익,자산총계,부채총계,자본총계,업종구분
보해양조,890,123541,2022,CFS,ok,90858780910.0,61880701.0,-2828783632.0,147392500947.0,64936220688.0,82456280259.0,비금융업
보해양조,890,123541,2023,CFS,ok,93084785144.0,-2803701933.0,-3555068227.0,143300746774.0,63286857321.0,80013889453.0,비금융업
보해양조,890,123541,2024,CFS,ok,87624248943.0,2300656654.0,6685688838.0,138831713491.0,51788332179.0,87043381312.0,비금융업
부국증권,1270,123772,2022,CFS_frmtrm,ok,983407272978.0,60450553818.0,42313705537.0,1481429884085.0,786574355132.0,694855528953.0,비금융업
부국증권,1270,123772,2023,CFS,ok,815040553001.0,69108709126.0,57306543254.0,1770492019487.0,1012607100628.0,757884918859.0,비금융업
부국증권,1270,123772,2024,CFS,ok,779174975982.0,36674404410.0,30952554750.0,1651368375233.0,881102905317.0,770265469916.0,비금융업
삼부토건,1470,125974,2022,CFS,ok,436292508722.0,-81877991386.0,-90441647309.0,498726793527.0,308796987564.0,189929805963.0,비금융업
삼부토건,1470,125974,2023,CFS,ok,574975687073.0,-78151994195.0,-111007774067.0,513742450417.0,411614796994.0,102127653423.0,비금융업
삼부토건,1470,125974,2024,CFS,ok,462425746422.0,-112577744269.0,-127766951618.0,300331502195.0,292664231363.0,7667270832.0,비금융업
삼성SDI,6400,126362,2022,CFS,ok,20124069515854.0,1808013013202.0,2039361447986.0,30257525171127.0,13040023014999.0,17217502156128.0,비금융업
삼성SDI,6400,126362,2023,CFS,ok,22708300498633.0,1633368964768.0,2066046562201.0,34038860192967.0,14131610215445.0,19907249977522.0,비금융업
삼성SDI,6400,126362,2024,CFS,ok,16592248884388.0,363304463263.0,575512415979.0,40597344536357.0,19030107423830.0,21567237112527.0,비금융업
삼성에스디에스,18260,126186,2022,CFS,ok,17234749537662.0,916074023314.0,1130012585621.0,11952424889489.0,3485454954575.0,8466969934914.0,비금융업
삼성에스디에스,18260,126186,2023,CFS,ok,13276844204872.0,808230946594.0,701325761022.0,12321024561023.0,3345453419084.0,8975571141939.0,비금융업
삼성에스디에스,18260,126186,2024,CFS,ok,13828232033800.0,911096907001.0,789501325293.0,13238330251696.0,3532880772221.0,9705449479475.0,비금융업
삼성전자,5930,126380,2022,CFS,ok,302231360000000.0,43376630000000.0,55654077000000.0,448424507000000.0,93674903000000.0,354749604000000.0,비금융업
삼성전자,5930,126380,2023,CFS,ok,258935494000000.0,6566976000000.0,15487100000000.0,455905980000000.0,92228115000000.0,363677865000000.0,비금융업
삼성전자,5930,126380,2024,CFS,ok,300870903000000.0,32725961000000.0,34451351000000.0,514531948000000.0,112339878000000.0,402192070000000.0,비금융업
삼성제약,1360,126414,2022,CFS,ok,51832233858.0,-13961176993.0,-25093031447.0,117914808538.0,15324892000.0,102589916538.0,비금융업
삼성제약,1360,126414,2023,CFS,ok,51955037960.0,-18037069707.0,-24812021765.0,93479032024.0,15894485487.0,77584546537.0,비금융업
삼성제약,1360,126414,2024,CFS,ok,44294231025.0,-14828940152.0,-14092018358.0,128451959179.0,22596614412.0,105855344767.0,비금융업
삼양홀딩스,70,126937,2022,CFS,ok,3316778000000.0,132324000000.0,105849000000.0,4547781000000.0,2024270000000.0,2523511000000.0,비금융업
삼양홀딩스,70,126937,2023,CFS,ok,3210853491794.0,94802726814.0,227014034818.0,5136660179005.0,2340123861992.0,2796536317013.0,비금융업
삼양홀딩스,70,126937,2024,CFS,ok,3553264096673.0,127538574846.0,89491916474.0,5290507469287.0,2292419017261.0,2998088452026.0,비금융업
삼일제약,520,128032,2022,CFS,ok,179676108240.0,4016581828.0,-28287010.0,356700496639.0,230880901101.0,125819595538.0,비금융업
삼일제약,520,128032,2023,CFS,ok,196345807846.0,6471027760.0,1663539539.0,370680097036.0,242852725250.0,127827371786.0,비금융업
삼일제약,520,128032,2024,CFS,ok,219699586442.0,113040731.0,-5628801989.0,395071163939.0,218947290895.0,176123873044.0,비금융업
삼진제약,5500,128412,2022,CFS,ok,274031808452.0,23184322386.0,21900918791.0,406556944095.0,130692791177.0,275864152918.0,비금융업
삼진제약,5500,128412,2023,CFS,ok,292128533737.0,20484355464.0,18905784041.0,419901236797.0,154536239147.0,265364997650.0,비금융업
삼진제약,5500,128412,2024,CFS,ok,308349934442.0,31637502800.0,39232983400.0,425166281599.0,163511213621.0,261655067978.0,비금융업
삼천당제약,250,128546,2022,CFS,ok,177335410013.0,12224651499.0,8831820464.0,373275926268.0,127634262627.0,245641663641.0,비금융업
삼천당제약,250,128546,2023,CFS,ok,192668515628.0,9559814333.0,-4187753548.0,408021822012.0,109561750075.0,298460071937.0,비금융업
삼천당제약,250,128546,2024,CFS,ok,210923804522.0,2641971274.0,-5078046827.0,519772210839.0,170368051944.0,349404158895.0,비금융업
삼화페인트공업,390,129387,2022,CFS,ok,646039531651.0,19854394322.0,5498047424.0,587186274133.0,287461316451.0,299724957682.0,비금융업
삼화페인트공업,390,129387,2023,CFS,ok,631381875774.0,25826733514.0,16130730290.0,590613614037.0,281560002691.0,309053611346.0,비금융업
삼화페인트공업,390,129387,2024,CFS,ok,628348259134.0,18981518300.0,15473334744.0,619315087530.0,289704209848.0,329610877682.0,비금융업
상상인증권,1290,112059,2022,CFS_frmtrm,ok,51097917726.0,-847277006.0,3680901132.0,598057726910.0,374549886821.0,223507840089.0,비금융업
상상인증권,1290,112059,2023,CFS,ok,182188880534.0,961727538.0,487236451.0,2173761439448.0,1939613651597.0,234147787851.0,비금융업
상상인증권,1290,112059,2024,CFS,ok,322674868493.0,-49707791308.0,-47346647857.0,1230922556862.0,1049832859211.0,181089697651.0,비금융업
성창기업지주,180,133335,2022,CFS,ok,227519697624.0,-11487135610.0,-13134358819.0,820314254965.0,224541467009.0,595772787956.0,비금융업
성창기업지주,180,133335,2023,CFS,ok,166253799305.0,-16701274741.0,-24022292887.0,769067174916.0,195769130917.0,573298043999.0,비금융업
성창기업지주,180,133335,2024,CFS,ok,143105590875.0,-7293464621.0,-3623156326.0,719893318041.0,141518712667.0,578374605374.0,비금융업
세아베스틸지주,1430,106669,2022,CFS,ok,4386332748546.0,127856465832.0,88310592966.0,3818404052059.0,1846659305036.0,1971744747023.0,비금융업
세아베스틸지주,1430,106669,2023,CFS,ok,4083481175925.0,196690160681.0,125991352125.0,3665171000621.0,1626121166492.0,2039049834129.0,비금융업
세아베스틸지주,1430,106669,2024,CFS,ok,3636063257694.0,52332166350.0,20273054942.0,3826646864046.0,1795239994311.0,2031406869735.0,비금융업
셀트리온,68270,413046,2022,CFS,ok,2283967480394.0,647198174586.0,542566233270.0,5891652311251.0,1617448041462.0,4274204269789.0,비금융업
셀트리온,68270,413046,2023,CFS,ok,2176431531380.0,651481422157.0,539706505110.0,19917534297169.0,2791739989934.0,17125794307235.0,비금융업
셀트리온,68270,413046,2024,CFS,ok,3557303554371.0,492015534847.0,418883310404.0,21055222437706.0,3475160069015.0,17580062368691.0,비금융업
신영증권,1720,136721,2022,CFS,ok,2112179000000.0,121343000000.0,95584000000.0,11085013000000.0,9592427000000.0,1492586000000.0,비금융업
신영증권,1720,136721,2023,CFS_frmtrm,ok,2262323836315.0,85282210951.0,74755726049.0,9592370355437.0,8210033554829.0,1382336800608.0,비금융업
신영증권,1720,136721,2024,CFS,ok,2764259939189.0,170377256793.0,149387962241.0,10609935089040.0,8921462823065.0,1688472265975.0,비금융업
아모레퍼시픽홀딩스,2790,154462,2022,CFS,ok,4494956806652.0,271900712401.0,149222412761.0,7651003801454.0,1117500460491.0,6533503340963.0,비금융업
아모레퍼시픽홀딩스,2790,154462,2023,CFS,ok,4021343038942.0,152001477210.0,234714547925.0,7631430777862.0,1106298749214.0,6525132028648.0,비금융업
아모레퍼시픽홀딩스,2790,154462,2024,CFS,ok,4259886701995.0,249277525878.0,652873028811.0,8540521424208.0,1548821316419.0,6991700107789.0,비금융업
아세아,2030,138701,2022,CFS,ok,2072300589648.0,232577852131.0,163508810507.0,3182375948080.0,1317598873795.0,1864777074285.0,비금융업
아세아,2030,138701,2023,CFS,ok,2115887323161.0,240394994935.0,175601384139.0,3272086005881.0,1291990927528.0,1980095078353.0,비금융업
아세아,2030,138701,2024,CFS,ok,2007423276000.0,172421989000.0,108442511000.0,3334279155000.0,1304355185000.0,2029923970000.0,비금융업
에스엘,5850,125521,2022,CFS,ok,4174537934857.0,197915409993.0,165912606043.0,2931636940305.0,1225627791292.0,1706009149013.0,비금융업
에스엘,5850,125521,2023,CFS,ok,4838846695980.0,386185752873.0,349266124228.0,3235734467246.0,1226615063764.0,2009119403482.0,비금융업
에스엘,5850,125521,2024,CFS,ok,4973273970111.0,395164287548.0,381963573388.0,3698864220516.0,1301616145058.0,2397248075458.0,비금융업
엔씨소프트,36570,261443,2022,CFS,ok,2571792281800.0,559006120606.0,435990309263.0,4437632450781.0,1239083608249.0,3198548842532.0,비금융업
엔씨소프트,36570,261443,2023,CFS,ok,1779832977766.0,137283512800.0,213914315973.0,4393800423903.0,1140771883353.0,3253028540550.0,비금융업
엔씨소프트,36570,261443,2024,CFS,ok,1578123132867.0,-109215374026.0,94115833907.0,3953941191414.0,890352556840.0,3063588634574.0,비금융업
영풍,670,141307,2022,CFS,ok,4429488166601.0,68871997441.0,415564249162.0,5871933652466.0,1468547025489.0,4403386626977.0,비금융업
영풍,670,141307,2023,CFS,ok,3761732632263.0,-169812608768.0,-83369162564.0,5568116970055.0,1285348175271.0,4282768794784.0,비금융업
영풍,670,141307,2024,CFS,ok,2787414358375.0,-160701935806.0,-327809725720.0,5701707714763.0,1716406429617.0,3985301285146.0,비금융업
오리온홀딩스,1800,117577,2022,CFS,ok,2934623360638.0,399824809538.0,323574721674.0,5102168431194.0,977214307936.0,4124954123258.0,비금융업
오리온홀딩스,1800,117577,2023,CFS,ok,2953806265859.0,405463095002.0,290412989562.0,5138300057884.0,818487035311.0,4319813022573.0,비금융업
오리온홀딩스,1800,117577,2024,CFS,ok,3195245858433.0,506240029274.0,479528618409.0,5933196336149.0,1054452244274.0,4878744091875.0,비금융업
유니온,910,144252,2022,CFS,ok,234981176780.0,2897590739.0,-9138513568.0,376111723330.0,201552927080.0,174558796250.0,비금융업
유니온,910,144252,2023,CFS,ok,224649755569.0,-1992452119.0,-2562126203.0,382846276957.0,206746720586.0,176099556371.0,비금융업
유니온,910,144252,2024,CFS,ok,218159407914.0,-11456625866.0,-68904028443.0,305473764776.0,203861422466.0,101612342310.0,비금융업
유수홀딩스,700,163691,2022,CFS,ok,6821620560.0,29646246718.0,44118934136.0,524926064872.0,79255169817.0,445670895055.0,비금융업
유수홀딩스,700,163691,2023,CFS,ok,341773101419.0,21005544102.0,23263597963.0,514472137701.0,68107152536.0,446364985165.0,비금융업
유수홀딩스,700,163691,2024,CFS,ok,435867054050.0,18315439948.0,31644811581.0,478715425251.0,67044758212.0,411670667039.0,비금융업
유유제약,220,144818,2022,CFS,ok,138881056346.0,-592113629.0,-4425392926.0,195205072788.0,71831031376.0,123374041412.0,비금융업
유유제약,220,144818,2023,CFS,ok,137209588673.0,364537115.0,-5540581558.0,198213526767.0,77857871884.0,120355654883.0,비금융업
유유제약,220,144818,2024,CFS,ok,133147218082.0,11697341742.0,10289303485.0,207687399005.0,72624048180.0,135063350825.0,비금융업
유진증권,1200,131054,2022,CFS_frmtrm,ok,1821576539177.0,18122584846.0,15672340026.0,8076408298781.0,7100764279436.0,975644019345.0,비금융업
유진증권,1200,131054,2023,CFS,ok,1647662690835.0,27039374857.0,30696475248.0,8699332043240.0,7687427343652.0,1011904699588.0,비금융업
유진증권,1200,131054,2024,CFS,ok,1652599784559.0,58338142158.0,49619329316.0,9646708149349.0,8595331993613.0,1051376155736.0,비금융업
유한양행,100,145109,2022,CFS,ok,1775846942745.0,36028967211.0,90592526174.0,2472728072149.0,464921702703.0,2007806369446.0,비금융업
유한양행,100,145109,2023,CFS,ok,1858983759666.0,56759795062.0,134031517424.0,2814070521926.0,712337878463.0,2101732643463.0,비금융업
유한양행,100,145109,2024,CFS,ok,2067791451854.0,54880319609.0,55163455235.0,2942048836634.0,791378826075.0,2150670010559.0,비금융업
이수화학,5950,145552,2022,CFS,ok,2207647670842.0,35990535226.0,26233638344.0,1188076573138.0,782591483389.0,405485089749.0,비금융업
이수화학,5950,145552,2023,CFS,ok,1995488453425.0,-56017930753.0,-28074913226.0,1093466713681.0,832802122592.0,260664591089.0,비금융업
이수화학,5950,145552,2024,CFS,ok,1916230887000.0,-51445078000.0,-38208992000.0,957246232000.0,735518289000.0,221727943000.0,비금융업
이화산업,760,145686,2022,CFS,ok,58633950913.0,-884105121.0,864473481.0,268217246459.0,58496402565.0,209720843894.0,비금융업
이화산업,760,145686,2023,CFS,ok,47187842383.0,-1813616540.0,-2102669509.0,265952518844.0,58674386856.0,207278131988.0,비금융업
이화산업,760,145686,2024,CFS,ok,49487533689.0,772077303.0,-270822831.0,269760591981.0,62687904131.0,207072687850.0,비금융업
일동홀딩스,230,146083,2022,CFS,ok,675539717333.0,-98410983144.0,-194503503708.0,862553166894.0,693452985420.0,169100181474.0,비금융업
일동홀딩스,230,146083,2023,CFS,ok,638447517670.0,-79561775827.0,-118787164570.0,876999054796.0,707097204368.0,169901850428.0,비금융업
일동홀딩스,230,146083,2024,CFS,ok,657566885958.0,-2411599959.0,55583181698.0,854701442970.0,600703310841.0,253998132129.0,비금융업
전방,950,147222,2022,CFS,ok,124914049101.0,-35045943284.0,67453344175.0,315467888634.0,104809893220.0,210657995414.0,비금융업
전방,950,147222,2023,CFS,ok,94772410649.0,-32548106506.0,-19193789810.0,236979137636.0,47159660314.0,189819477322.0,비금융업
전방,950,147222,2024,CFS,ok,57235842614.0,-8482983755.0,8913315702.0,231974001581.0,33296379985.0,198677621596.0,비금융업
제일연마,1560,148461,2022,CFS,ok,83435241806.0,5129135206.0,2207065876.0,104117875897.0,11951004596.0,92166871301.0,비금융업
제일연마,1560,148461,2023,CFS,ok,85239048510.0,7891764655.0,10917005887.0,106615084744.0,10794721777.0,95820362967.0,비금융업
제일연마,1560,148461,2024,CFS,ok,81974461738.0,5753862882.0,6006943143.0,116092096071.0,16856515562.0,99235580509.0,비금융업
조선내화,480,148984,2022,CFS,ok,798039613255.0,22597868685.0,49575574685.0,1620442052683.0,793378121821.0,827063930862.0,비금융업
조선내화,480,148984,2023,CFS,ok,816904445534.0,39415273348.0,26857674151.0,1621801858956.0,795117752139.0,826684106817.0,비금융업
조선내화,480,148984,2024,CFS,ok,810831515000.0,17438364000.0,2470935000.0,1697695581000.0,835588274000.0,862107307000.0,비금융업
조흥,2600,149345,2022,CFS,ok,324035752456.0,14975758634.0,11131140357.0,433755476780.0,279570331873.0,154185144907.0,비금융업
조흥,2600,149345,2023,CFS,ok,405945609421.0,15648302437.0,355244125.0,394002199996.0,244362080995.0,149640119001.0,비금융업
조흥,2600,149345,2024,CFS,ok,428162970536.0,20834881066.0,2514305703.0,399122282497.0,251571451127.0,147550831370.0,비금융업
종근당홀딩스,1630,149354,2022,CFS,ok,908962764139.0,-32878294931.0,-22663808796.0,1376372969554.0,577829023460.0,798543946094.0,비금융업
종근당홀딩스,1630,149354,2023,CFS,ok,879780769949.0,17005266704.0,40575422161.0,1456003650511.0,632518933646.0,823484716865.0,비금융업
종근당홀딩스,1630,149354,2024,CFS,ok,957752613068.0,35486435048.0,40294018711.0,1495801604857.0,646028179296.0,849773425561.0,비금융업
천일고속,650,151395,2022,CFS,ok,37703179407.0,-7411183633.0,-6007020421.0,54845658330.0,28229905515.0,26615752815.0,비금융업
천일고속,650,151395,2023,CFS,ok,43998455771.0,-5148165928.0,-4813001445.0,54742622180.0,35683673324.0,19058948856.0,비금융업
천일고속,650,151395,2024,CFS,ok,44716883420.0,-5269198646.0,-4197020928.0,53502532108.0,39416038248.0,14086493860.0,비금융업
카카오,35720,258801,2022,CFS,ok,2456590805969.0,569355650551.0,1066994242805.0,22963651561449.0,9447968971124.0,13515682590325.0,비금융업
카카오,35720,258801,2023,CFS,ok,7557001757272.0,460857845673.0,-1816669011014.0,25179968939321.0,11321369715195.0,13858599224126.0,비금융업
카카오,35720,258801,2024,CFS,ok,7871692199887.0,460212161525.0,-161870567171.0,25773028304462.0,11830134144725.0,13942894159737.0,비금융업
케이티,30200,190321,2022,CFS,ok,25650011000000.0,1690088000000.0,1387663000000.0,40980681000000.0,22565958000000.0,18414723000000.0,비금융업
케이티,30200,190321,2023,CFS,ok,26376273000000.0,1649774000000.0,988718000000.0,42709982000000.0,24148845000000.0,18561137000000.0,비금융업
케이티,30200,190321,2024,CFS,ok,26431204000000.0,809471000000.0,417094000000.0,41879957000000.0,23883408000000.0,17996549000000.0,비금융업
태광산업,3240,153393,2022,CFS,ok,2703851289364.0,-122074282364.0,-26229443634.0,4910005420529.0,702185269043.0,4207820151486.0,비금융업
태광산업,3240,153393,2023,CFS,ok,2265489918200.0,-99370075160.0,-14694447321.0,4738292443387.0,708793032453.0,4029499410934.0,비금융업
태광산업,3240,153393,2024,CFS,ok,2121863335311.0,-27164631033.0,218362415993.0,4722277800717.0,706711261253.0,4015566539464.0,비금융업
태원물산,1420,154055,2022,CFS,ok,10954651040.0,-525103179.0,-1360796816.0,34948504183.0,5374970694.0,29573533489.0,비금융업
태원물산,1420,154055,2023,CFS,ok,9212314418.0,-810959814.0,-82457842.0,37386713995.0,8426155590.0,28960558405.0,비금융업
태원물산,1420,154055,2024,CFS,ok,11570639556.0,-894285012.0,17468736717.0,53539770506.0,8263798005.0,45275972501.0,비금융업
페이퍼코리아,1020,134723,2022,CFS,ok,409957041438.0,25843738569.0,-1828714243.0,501830145462.0,440215219986.0,61614925476.0,비금융업
페이퍼코리아,1020,134723,2023,CFS,ok,362071696060.0,31156677378.0,15232336453.0,491668368146.0,196513777401.0,295154590745.0,비금융업
페이퍼코리아,1020,134723,2024,CFS,ok,290184364896.0,2037606335.0,-9682981858.0,490046182315.0,206282900332.0,283763281983.0,비금융업
포스코케미칼,3670,155276,2022,CFS,ok,3301915805063.0,165871669943.0,121928567124.0,4637476140189.0,1986831501348.0,2650644638841.0,비금융업
포스코케미칼,3670,155276,2023,CFS,ok,4759871486264.0,35882185999.0,4435219953.0,6334593297871.0,3723127307788.0,2611465990083.0,비금융업
포스코케미칼,3670,155276,2024,CFS,ok,3699944235821.0,721245866.0,-231338259262.0,7932459834018.0,4611953968440.0,3320505865578.0,비금융업
하이트진로,80,150244,2022,CFS,ok,2497554821448.0,190571249139.0,86816258840.0,3333438311387.0,2172409936540.0,1161028374847.0,비금융업
하이트진로,80,150244,2023,CFS,ok,2520181551629.0,123919983380.0,35511119931.0,3358347205530.0,2242471577188.0,1115875628342.0,비금융업
하이트진로,80,150244,2024,CFS,ok,2599183408023.0,208141871425.0,95735005249.0,3441538598928.0,2292042901576.0,1149495697352.0,비금융업
하이트진로홀딩스,140,148993,2022,CFS,ok,2484277054372.0,202502517207.0,72048976158.0,3945000964667.0,2779584712819.0,1165416251848.0,비금융업
하이트진로홀딩스,140,148993,2023,CFS,ok,2506869281995.0,138073290650.0,18315800358.0,3979751148746.0,2874614630369.0,1105136518377.0,비금융업
하이트진로홀딩스,140,148993,2024,CFS,ok,2585068710459.0,221794886726.0,90773142637.0,4077443964617.0,2923029298430.0,1154414666187.0,비금융업
한국앤컴퍼니,240,160047,2022,CFS,ok,1095895770449.0,245248895826.0,163859841867.0,4301818675789.0,445377543909.0,3856441131880.0,비금융업
한국앤컴퍼니,240,160047,2023,CFS,ok,1089668057103.0,256563452628.0,187234321156.0,4640995961705.0,624304502331.0,4016691459374.0,비금융업
한국앤컴퍼니,240,160047,2024,CFS,ok,1390995724547.0,418268299588.0,350713050064.0,5136426181879.0,683552763446.0,4452873418433.0,비금융업
한국주철관공업,970,159573,2022,CFS,ok,484291225781.0,13990246944.0,12067999270.0,424608629316.0,73948278772.0,350660350544.0,비금융업
한국주철관공업,970,159573,2023,CFS,ok,456325697481.0,20384146359.0,17420022071.0,434108102058.0,74562473227.0,359545628831.0,비금융업
한국주철관공업,970,159573,2024,CFS,ok,419416899335.0,15445910306.0,14347893535.0,429705980847.0,73720798815.0,355985182032.0,비금융업
한진,2320,163512,2022,CFS,ok,2849420869433.0,114501782947.0,51759790504.0,4093197691709.0,2558814752905.0,1534382938804.0,비금융업
한진,2320,163512,2023,CFS,ok,2807528782563.0,122526979246.0,26107574417.0,4201363599974.0,2661786978230.0,1539576621744.0,비금융업
한진,2320,163512,2024,CFS,ok,3015479161930.0,100088306580.0,-365000885.0,4189506445715.0,2665596451720.0,1523909993995.0,비금융업
한화,880,160588,2022,CFS,ok,62278395000000.0,2516091000000.0,2243337000000.0,211175324000000.0,190296497000000.0,20878827000000.0,비금융업
한화,880,160588,2023,CFS,ok,53134813000000.0,2411920000000.0,1635515000000.0,209738149000000.0,176539410000000.0,3399738000000.0,비금융업
한화,880,160588,2024,CFS,ok,55646829000000.0,2416109000000.0,1690434000000.0,252036985000000.0,212475211000000.0,39561774000000.0,비금융업
현대건설,720,164478,2022,CFS,ok,21239082000000.0,574902000000.0,470876000000.0,20911708000000.0,10987431000000.0,9924277000000.0,비금융업
현대건설,720,164478,2023,CFS,ok,29651357000000.0,785430000000.0,654281000000.0,23714495000000.0,13258980000000.0,10455515000000.0,비금융업
현대건설,720,164478,2024,CFS,ok,32670268000000.0,-1263420000000.0,-766221000000.0,27005385000000.0,17335972000000.0,9669413000000.0,비금융업
현대두산인프라코어,42670,344287,2022,CFS,ok,4756113501671.0,332546884265.0,229551495990.0,4736667586250.0,3101626628384.0,1635040957866.0,비금융업
현대두산인프라코어,42670,344287,2023,CFS,ok,4659604596066.0,418264367865.0,230712444498.0,4418425813336.0,2605109811309.0,1813316002027.0,비금융업
현대두산인프라코어,42670,344287,2024,CFS,ok,4114189991329.0,184161977034.0,108415737392.0,4287197767266.0,2439972974890.0,1847224792376.0,비금융업
현대로템,64350,302926,2022,CFS,ok,3163343615000.0,147486669000.0,194534253000.0,4823869784000.0,3332399192000.0,1491470592000.0,비금융업
현대로템,64350,302926,2023,CFS,ok,3587382453000.0,210046594000.0,156778978000.0,5241484775000.0,3594508619000.0,1646976156000.0,비금융업
현대로템,64350,302926,2024,CFS,ok,4376597857000.0,456565534000.0,405259414000.0,5285394740000.0,3276309551000.0,2009085189000.0,비금융업
현대위아,11210,106623,2022,CFS,ok,8207614000000.0,212115000000.0,43482000000.0,7546451000000.0,3812800000000.0,3733651000000.0,비금융업
현대위아,11210,106623,2023,CFS,ok,8590316000000.0,229216000000.0,52548000000.0,6825905000000.0,3059151000000.0,3766754000000.0,비금융업
현대위아,11210,106623,2024,CFS,ok,8180886000000.0,218810000000.0,129472000000.0,7075991000000.0,3049692000000.0,4026299000000.0,비금융업
현대자동차,5380,164742,2022,CFS,ok,142527535000000.0,9819769000000.0,3701958000000.0,255742462000000.0,164845917000000.0,90896545000000.0,비금융업
현대자동차,5380,164742,2023,CFS,ok,162663579000000.0,15126901000000.0,12272301000000.0,282463355000000.0,180653915000000.0,101809440000000.0,비금융업
현대자동차,5380,164742,2024,CFS,ok,175231153000000.0,14239592000000.0,13229908000000.0,339798429000000.0,219522496000000.0,120275933000000.0,비금융업
현대차증권,1500,137997,2022,CFS_frmtrm,ok,1186028329210.0,114573306425.0,87101251163.0,10233055073725.0,9008412020030.0,1224643053695.0,비금융업
현대차증권,1500,137997,2023,CFS,ok,1582196918963.0,65170508123.0,53511195192.0,11585256846740.0,10307455311005.0,1277801535735.0,비금융업
현대차증권,1500,137997,2024,CFS,ok,1795633000000.0,54691000000.0,36150000000.0,11991996000000.0,10689901000000.0,1302095000000.0,비금융업
현대홈쇼핑,57050,412597,2022,CFS,ok,2101667569062.0,110640961829.0,86322217345.0,2782027992185.0,823288672056.0,1958739320129.0,비금융업
현대홈쇼핑,57050,412597,2023,CFS,ok,2064457266714.0,59952400171.0,136205234371.0,3432527148806.0,850516397114.0,2582010751692.0,비금융업
현대홈쇼핑,57050,412597,2024,CFS,ok,3853462322479.0,130128245059.0,174238249760.0,5175067326608.0,1339607886775.0,3835459439833.0,비금융업
화천기공,850,166519,2022,CFS,ok,244093710786.0,8182884639.0,37485626338.0,474032615936.0,128766812502.0,345265803434.0,비금융업
화천기공,850,166519,2023,CFS,ok,225720429438.0,4560057509.0,10563122927.0,463885406068.0,118338768262.0,345546637806.0,비금융업
화천기공,850,166519,2024,CFS,ok,222200718833.0,-741138094.0,8654343281.0,428809811685.0,91541077262.0,337268734423.0,비금융업
흥아해운,3280,167208,2022,CFS,ok,177860078064.0,29679321670.0,23809908600.0,317059936570.0,181755200200.0,135304736370.0,비금융업
흥아해운,3280,167208,2023,CFS,ok,164811542047.0,24563227868.0,34733504205.0,325653339437.0,154939133840.0,170714205597.0,비금융업
흥아해운,3280,167208,2024,CFS,ok,188000981753.0,27541001667.0,39961399082.0,443559317530.0,209520122001.0,234039195529.0,비금융업
